,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
463,0.8,0.85,4,273.0,5.0,0,1,0,10,1
464,0.82,0.98,5,234.0,0.0,0,1,0,7,2
465,0.37,0.54,2,152.0,3.0,0,1,0,7,2
466,0.37,0.48,2,134.0,3.0,0,1,0,7,2
467,0.09,0.95,6,292.0,4.0,0,1,0,1,2
468,0.9,0.92,5,245.0,5.0,0,1,0,1,1
469,0.41,0.52,2,159.0,0.0,0,1,0,1,1
470,0.1,0.85,6,260.0,4.0,0,1,0,1,1
471,0.44,0.53,2,149.0,3.0,0,1,0,1,1
472,0.89,0.85,5,266.0,5.0,0,1,0,1,1
473,0.42,0.56,2,149.0,3.0,0,1,0,1,1
474,0.87,1.0,5,242.0,5.0,0,1,0,1,1
475,0.45,0.57,2,134.0,3.0,0,1,0,1,1
476,0.11,0.87,5,271.0,4.0,0,1,0,1,1
477,0.09,0.79,6,275.0,4.0,0,1,0,1,1
478,0.76,0.83,5,227.0,5.0,0,1,0,1,1
479,0.11,0.96,7,277.0,5.0,0,1,0,1,1
480,0.37,0.49,2,151.0,3.0,0,1,0,1,1
481,0.1,0.79,6,274.0,4.0,0,1,0,1,1
482,0.77,0.87,4,242.0,6.0,0,1,0,1,1
483,0.42,0.54,2,143.0,3.0,1,1,0,1,1
484,0.38,0.52,2,145.0,3.0,0,1,0,1,1
485,0.32,0.95,5,172.0,2.0,0,1,0,1,1
486,0.38,0.49,2,135.0,3.0,0,1,0,8,1
487,0.19,1.0,4,192.0,4.0,0,1,0,8,1
488,0.1,0.83,7,276.0,4.0,0,1,0,8,1
489,0.76,0.88,4,206.0,4.0,0,1,0,9,2
490,0.53,0.56,4,281.0,6.0,0,1,0,9,2
491,0.39,0.51,2,151.0,3.0,0,1,0,9,2
492,0.11,0.83,6,244.0,4.0,0,1,0,9,2
493,0.1,0.94,6,309.0,4.0,0,1,0,2,2
494,0.84,1.0,5,218.0,5.0,0,1,0,2,2
495,0.82,0.99,4,263.0,6.0,0,1,0,2,2
496,0.1,0.82,6,244.0,4.0,0,1,0,2,2
497,0.59,0.49,7,263.0,4.0,0,1,0,2,2
498,0.44,0.48,2,143.0,3.0,0,1,0,2,2
499,0.89,0.95,2,181.0,5.0,0,1,0,2,2
500,0.91,0.84,5,265.0,5.0,0,1,0,2,2
501,0.66,0.57,5,161.0,5.0,0,1,0,2,3
502,0.11,0.87,7,282.0,5.0,0,1,0,2,1
503,0.43,0.51,2,155.0,3.0,0,1,0,2,2
504,0.78,0.83,4,217.0,6.0,0,1,0,3,2
505,0.11,0.97,6,289.0,5.0,0,1,0,3,2
506,0.83,0.98,4,259.0,5.0,0,1,0,3,2
507,0.39,0.54,2,158.0,3.0,0,1,0,3,1
508,0.38,0.55,2,158.0,3.0,0,1,0,3,1
509,0.37,0.57,2,155.0,3.0,0,1,0,3,1
510,0.44,0.48,2,146.0,3.0,0,1,0,3,1
511,0.53,0.85,2,164.0,5.0,0,1,0,3,1
512,0.09,0.96,6,259.0,4.0,0,1,0,3,1
513,0.11,0.89,6,293.0,4.0,0,1,0,3,1
514,0.83,0.96,5,275.0,5.0,0,1,0,3,1
515,0.88,1.0,5,219.0,6.0,1,1,0,2,1
516,0.1,0.89,6,247.0,4.0,0,1,0,2,1
517,0.09,0.86,7,0.0,4.0,0,1,0,2,1
518,0.44,0.54,2,151.0,3.0,0,1,0,10,1
519,0.39,0.51,2,129.0,3.0,0,1,0,4,1
520,0.87,0.94,4,274.0,5.0,0,1,0,4,1
521,0.74,0.99,4,233.0,5.0,0,1,0,4,1
522,0.1,0.95,7,289.0,4.0,0,1,0,4,1
523,0.74,0.82,4,239.0,6.0,0,1,0,4,1
524,0.75,0.99,5,221.0,5.0,0,1,0,5,1
525,0.41,0.56,2,150.0,3.0,0,1,0,5,1
526,0.41,0.45,2,144.0,3.0,1,1,0,5,1
527,0.09,0.9,7,289.0,4.0,0,1,0,5,1
528,0.09,0.8,6,301.0,5.0,0,1,0,4,2
529,0.39,0.57,2,145.0,3.0,0,1,0,8,2
530,0.4,0.56,2,137.0,3.0,0,1,0,8,2
531,0.37,0.54,2,131.0,3.0,1,1,0,9,2
532,0.1,0.84,6,246.0,4.0,0,1,0,9,2
533,0.43,0.51,2,136.0,3.0,0,1,0,9,2
534,0.75,0.85,5,240.0,6.0,1,1,0,7,2
535,0.37,0.56,2,156.0,3.0,0,1,0,1,2
536,0.11,0.85,6,305.0,4.0,0,1,0,8,2
537,0.45,0.45,2,154.0,3.0,1,1,0,3,2
538,0.87,1.0,5,261.0,5.0,1,1,0,2,2
539,0.11,0.94,7,244.0,4.0,0,1,0,10,2
540,0.45,0.54,2,129.0,3.0,0,1,0,7,3
541,0.81,0.87,4,254.0,5.0,0,1,0,7,1
542,0.77,0.91,5,236.0,5.0,0,1,0,7,2
543,0.89,0.92,5,237.0,5.0,0,1,0,1,2
544,0.43,0.49,2,135.0,3.0,0,1,0,1,2
545,0.78,1.0,5,236.0,5.0,0,1,0,1,2
546,0.37,0.47,2,149.0,3.0,0,1,0,1,1
547,0.37,0.5,2,141.0,3.0,0,1,0,1,1
548,0.85,0.82,4,270.0,5.0,0,1,0,1,1
549,0.41,0.47,2,138.0,3.0,0,1,0,1,1
550,0.11,0.96,6,298.0,4.0,0,1,0,1,1
551,0.75,0.99,5,254.0,5.0,0,1,0,1,1
552,0.82,0.85,5,248.0,5.0,0,1,0,1,1
553,0.79,1.0,5,257.0,6.0,0,1,0,1,1
554,0.43,0.53,2,150.0,3.0,0,1,0,1,1
555,0.1,0.9,7,281.0,4.0,0,1,0,1,1
556,0.46,0.48,2,141.0,3.0,1,1,0,1,1
557,0.43,0.57,2,157.0,3.0,0,1,0,1,1
558,0.43,0.55,2,136.0,3.0,0,1,0,1,1
559,0.11,0.8,7,296.0,4.0,0,1,0,1,1
560,0.09,0.86,6,279.0,4.0,0,1,0,1,1
561,0.37,0.53,2,131.0,3.0,0,1,0,1,1
562,0.4,0.57,2,160.0,3.0,0,1,0,8,1
563,0.1,0.77,7,291.0,4.0,0,1,0,8,1
564,0.41,0.53,2,157.0,3.0,0,1,0,8,1
565,0.79,0.58,3,294.0,4.0,0,1,0,9,1
566,0.11,0.79,7,310.0,4.0,0,1,0,9,1
567,0.1,0.97,6,282.0,4.0,0,1,0,9,2
568,0.44,0.51,2,134.0,3.0,0,1,0,9,2
569,0.25,0.46,4,214.0,4.0,0,1,0,2,2
570,0.44,0.52,2,137.0,3.0,0,1,0,2,2
571,0.73,1.0,4,252.0,5.0,0,1,0,2,2
572,0.75,0.97,5,243.0,6.0,0,1,0,2,2
573,0.36,0.47,2,148.0,3.0,0,1,0,2,2
574,0.37,0.49,2,151.0,3.0,0,1,0,2,2
575,0.39,0.49,2,129.0,3.0,0,1,0,2,2
576,0.48,0.78,2,198.0,2.0,0,1,0,2,2
577,0.57,0.72,4,275.0,6.0,0,1,0,2,2
578,0.9,0.96,5,243.0,0.0,0,1,0,2,2
579,0.39,0.55,2,159.0,3.0,0,1,0,2,3
580,0.44,0.51,2,145.0,3.0,0,1,0,3,1
581,0.81,0.88,5,242.0,5.0,0,1,0,3,2
582,0.74,0.87,5,242.0,5.0,0,1,0,3,2
583,0.44,0.56,2,145.0,3.0,0,1,0,3,2
584,0.41,0.56,2,154.0,3.0,0,1,1,3,2
585,0.4,0.51,2,139.0,3.0,0,1,0,3,1
586,0.46,0.57,2,152.0,0.0,0,1,0,3,1
587,0.8,0.83,2,211.0,3.0,0,1,0,3,1
588,0.87,0.9,5,258.0,5.0,0,1,0,3,1
589,0.39,0.54,2,155.0,3.0,0,1,0,3,1
590,0.38,0.55,2,148.0,3.0,0,1,0,3,1
591,0.66,0.67,2,255.0,3.0,0,1,0,2,1
592,0.1,0.8,6,264.0,0.0,0,1,0,2,1
593,0.37,0.54,2,132.0,3.0,0,1,0,2,1
594,0.1,0.77,6,255.0,4.0,0,1,0,10,1
595,0.09,0.87,5,263.0,4.0,0,1,0,4,1
596,0.86,0.84,5,222.0,5.0,0,1,0,4,1
597,0.11,0.9,6,263.0,4.0,0,1,0,4,1
598,0.37,0.46,2,157.0,3.0,0,1,0,4,1
599,0.11,0.92,7,307.0,4.0,0,1,0,4,1
600,0.77,0.98,5,259.0,6.0,0,1,0,5,1
601,0.84,0.94,5,222.0,0.0,0,1,0,5,1
602,0.1,0.84,7,250.0,4.0,0,1,0,5,1
603,0.83,0.9,5,245.0,5.0,0,1,0,5,1
604,0.11,0.79,6,292.0,4.0,0,1,0,4,1
605,0.86,0.92,5,252.0,5.0,0,1,0,6,1
606,0.38,0.56,2,161.0,3.0,0,1,0,6,2
607,0.11,0.88,5,250.0,4.0,0,1,0,6,2
608,0.45,0.49,2,134.0,3.0,0,1,0,6,2
609,0.1,0.85,7,279.0,4.0,0,1,0,6,2
610,0.09,0.95,7,256.0,4.0,0,1,0,7,2
611,0.39,0.53,2,127.0,3.0,0,1,0,1,2
612,0.37,0.47,2,138.0,3.0,1,1,0,8,2
613,0.81,0.97,5,243.0,5.0,0,1,0,3,2
614,0.09,0.9,7,296.0,4.0,0,1,0,2,2
615,0.1,0.88,7,267.0,4.0,0,1,0,10,2
616,0.39,0.49,2,144.0,3.0,0,1,0,7,2
617,0.83,0.95,4,251.0,5.0,0,1,0,7,2
618,0.45,0.57,2,148.0,3.0,0,1,0,7,3
619,0.43,0.51,2,141.0,3.0,0,1,0,1,1
620,0.8,0.75,3,268.0,2.0,0,1,0,1,2
621,0.1,0.86,6,247.0,4.0,0,1,0,1,2
622,0.1,0.55,2,247.0,4.0,0,1,0,1,2
623,0.36,0.52,2,146.0,3.0,0,1,0,1,2
624,0.38,0.5,2,140.0,3.0,0,1,0,1,1
625,0.78,0.98,5,263.0,6.0,0,1,0,1,1
626,0.44,0.49,2,145.0,3.0,0,1,0,1,1
627,0.41,0.46,2,156.0,3.0,1,1,0,1,1
628,0.72,0.85,5,244.0,6.0,0,1,0,1,1
629,0.46,0.54,2,144.0,3.0,0,1,0,1,1
630,0.1,0.9,7,286.0,4.0,0,1,0,1,1
631,0.34,0.67,4,141.0,2.0,0,1,0,1,1
632,0.11,0.89,6,260.0,0.0,0,1,0,1,1
633,0.38,0.56,2,154.0,3.0,0,1,0,1,1
634,0.82,0.92,5,225.0,5.0,0,1,0,1,1
635,0.39,0.57,2,127.0,3.0,0,1,0,1,1
636,0.44,0.53,2,140.0,3.0,0,1,0,1,1
637,0.43,0.52,2,147.0,3.0,0,1,0,1,1
638,0.84,0.83,4,227.0,5.0,0,1,0,8,1
639,0.43,0.48,2,153.0,3.0,0,1,0,8,1
640,0.37,0.52,2,128.0,3.0,0,1,0,8,1
641,0.74,0.97,4,228.0,0.0,0,1,0,9,1
642,0.73,0.97,5,235.0,5.0,0,1,0,9,1
643,0.37,0.47,2,148.0,3.0,0,1,0,9,1
644,0.58,0.62,4,238.0,3.0,0,1,0,9,1
645,0.4,0.54,2,141.0,3.0,0,1,0,2,2
646,0.51,0.83,5,249.0,4.0,0,1,0,2,2
647,0.46,0.5,2,151.0,3.0,0,1,0,2,2
648,0.45,0.54,2,129.0,3.0,0,1,0,2,2
649,0.46,0.5,2,156.0,0.0,0,1,0,2,2
650,0.39,0.45,2,134.0,3.0,0,1,0,2,2
651,0.09,0.88,6,269.0,4.0,0,1,0,2,2
652,0.09,0.77,6,290.0,4.0,0,1,0,2,2
653,0.37,0.51,2,132.0,3.0,0,1,0,2,2
654,0.1,0.89,7,308.0,4.0,0,1,0,2,2
655,0.77,1.0,4,232.0,5.0,0,1,0,2,2
656,0.79,0.86,5,235.0,0.0,0,1,0,3,2
657,0.43,0.55,2,130.0,3.0,0,1,0,3,3
658,0.38,0.53,2,146.0,3.0,0,1,0,3,1
659,0.77,0.91,5,221.0,6.0,0,1,0,3,2
660,0.44,0.5,2,130.0,3.0,0,1,0,3,2
661,0.39,0.46,2,136.0,0.0,0,1,0,3,2
662,0.78,0.89,5,274.0,6.0,0,1,0,3,2
663,0.1,0.79,6,256.0,5.0,0,1,0,3,1
664,0.1,0.77,5,276.0,4.0,0,1,0,3,1
665,0.75,0.85,5,267.0,5.0,0,1,0,3,1
666,0.46,0.62,6,213.0,0.0,0,1,0,3,1
667,0.91,0.97,4,274.0,6.0,0,1,0,2,1
668,0.1,0.92,6,258.0,4.0,0,1,0,2,1
669,0.72,0.6,3,153.0,5.0,0,1,0,2,1
670,0.11,0.95,6,245.0,4.0,0,1,0,10,1
671,0.11,0.94,6,264.0,4.0,0,1,0,4,1
672,0.46,0.57,2,154.0,3.0,0,1,0,4,1
673,0.37,0.46,2,149.0,3.0,0,1,0,4,1
674,0.46,0.5,2,157.0,3.0,0,1,0,4,1
675,0.43,0.57,2,127.0,3.0,0,1,0,4,1
676,0.11,0.82,6,270.0,4.0,0,1,0,5,1
677,0.73,0.89,5,236.0,6.0,0,1,0,5,1
678,0.43,0.47,2,158.0,3.0,0,1,0,5,1
679,0.86,1.0,5,229.0,5.0,0,1,0,5,1
680,0.1,0.83,6,269.0,4.0,0,1,0,4,1
681,0.4,0.49,2,128.0,3.0,0,1,0,1,1
682,0.11,0.87,7,278.0,4.0,0,1,0,1,1
683,0.86,0.98,3,158.0,5.0,0,1,0,1,1
684,0.42,1.0,3,202.0,3.0,0,1,0,1,2
685,0.79,0.84,4,240.0,5.0,0,1,0,1,2
686,0.1,0.96,7,255.0,4.0,0,1,0,7,2
687,0.09,0.92,7,254.0,4.0,0,1,0,1,2
688,0.09,0.82,6,257.0,4.0,0,1,0,8,2
689,0.87,1.0,4,228.0,5.0,0,1,0,3,2
690,0.36,0.49,2,145.0,3.0,0,1,0,2,2
691,0.42,0.75,3,218.0,4.0,0,1,0,10,2
692,0.84,0.86,5,268.0,5.0,0,1,0,7,2
693,0.1,0.83,6,278.0,4.0,0,1,0,7,2
694,0.78,0.71,3,249.0,5.0,0,1,0,7,2
695,0.35,0.99,3,236.0,4.0,0,1,0,1,2
696,0.1,0.81,7,291.0,4.0,0,1,0,1,3
697,0.11,0.8,6,306.0,4.0,0,1,0,1,1
698,0.43,0.48,2,135.0,3.0,0,1,0,1,2
699,0.38,0.45,2,156.0,3.0,0,1,0,1,2
700,0.46,0.54,2,143.0,3.0,0,1,0,1,2
701,0.89,0.82,4,243.0,5.0,0,1,0,1,2
702,0.45,0.5,2,147.0,3.0,0,1,0,1,1
703,0.44,0.53,2,159.0,3.0,0,1,0,1,1
704,0.74,0.54,5,216.0,3.0,0,1,0,1,1
705,0.45,0.54,2,152.0,3.0,0,1,0,1,1
706,0.79,0.93,4,226.0,5.0,0,1,0,1,1
707,0.79,0.91,5,271.0,5.0,0,1,0,1,1
708,0.11,0.87,6,255.0,4.0,0,1,0,1,1
709,0.42,0.48,2,140.0,3.0,0,1,0,1,1
710,0.64,0.9,6,252.0,2.0,0,1,0,1,1
711,0.4,0.55,2,159.0,3.0,0,1,0,1,1
712,0.84,0.98,5,270.0,5.0,0,1,0,1,1
713,0.73,0.92,5,232.0,5.0,0,1,0,1,1
714,0.4,0.51,2,144.0,3.0,0,1,0,8,1
715,0.36,0.45,2,127.0,3.0,0,1,0,8,1
716,0.43,0.47,2,131.0,3.0,0,1,0,8,1
717,0.11,0.78,6,243.0,4.0,0,1,0,9,1
718,0.91,1.0,5,244.0,6.0,0,1,0,9,1
719,0.8,1.0,5,260.0,5.0,0,1,0,9,1
720,0.42,0.49,2,0.0,3.0,0,1,0,9,1
721,0.31,0.87,4,184.0,3.0,0,1,0,2,1
722,0.44,0.47,2,130.0,3.0,0,1,0,2,1
723,0.38,0.54,2,135.0,3.0,0,1,0,2,2
724,0.45,0.56,2,146.0,3.0,0,1,0,2,2
725,0.43,0.46,2,149.0,3.0,0,1,0,2,2
726,0.45,0.46,2,153.0,3.0,1,1,0,2,2
727,0.43,0.57,2,160.0,3.0,0,1,0,2,2
728,0.43,0.49,2,160.0,3.0,0,1,0,2,2
729,0.09,0.83,6,282.0,4.0,0,1,0,2,2
730,0.43,0.47,2,128.0,3.0,0,1,0,2,2
731,0.79,0.94,4,232.0,5.0,0,1,0,2,2
732,0.85,0.58,3,226.0,2.0,0,1,0,3,2
733,0.38,0.45,2,129.0,3.0,0,1,0,3,2
734,0.11,0.92,7,255.0,4.0,0,1,0,3,2
735,0.83,0.99,5,258.0,5.0,0,1,0,3,3
736,0.81,0.91,4,229.0,5.0,0,1,0,3,1
737,0.42,0.56,2,143.0,3.0,0,1,0,3,2
738,0.11,0.87,6,257.0,4.0,0,1,0,3,2
739,0.11,0.85,7,275.0,4.0,0,1,0,3,2
740,0.1,0.89,7,291.0,4.0,0,1,0,3,2
741,0.5,0.54,5,153.0,4.0,0,1,0,3,1
742,0.44,0.49,2,154.0,3.0,0,1,0,3,1
743,0.11,0.9,6,301.0,4.0,0,1,0,2,1
744,0.39,0.52,2,134.0,3.0,0,1,0,2,1
745,0.11,0.78,6,245.0,4.0,0,1,0,2,1
746,0.36,0.5,2,132.0,3.0,0,1,0,10,1
747,0.43,0.51,2,130.0,3.0,0,1,0,4,1
748,0.4,0.5,2,127.0,3.0,0,1,0,4,1
749,0.86,0.84,4,246.0,6.0,0,1,0,4,1
750,0.38,0.49,2,145.0,3.0,0,1,0,4,1
751,0.46,0.45,2,138.0,3.0,0,1,1,4,1
752,0.37,0.57,2,129.0,3.0,0,1,0,5,1
753,0.43,0.52,2,150.0,3.0,0,1,0,5,1
754,0.66,0.93,5,253.0,5.0,0,1,0,5,1
755,0.37,0.48,2,160.0,3.0,0,1,0,5,1
756,0.77,0.92,5,235.0,5.0,0,1,0,4,1
757,0.38,0.55,2,151.0,3.0,0,1,0,1,1
758,0.39,0.54,2,127.0,3.0,0,1,0,1,1
759,0.41,0.55,2,151.0,3.0,0,1,0,1,1
760,0.1,0.9,7,290.0,4.0,0,1,0,1,1
761,0.09,0.93,6,249.0,4.0,0,1,0,1,1
762,0.41,0.47,2,131.0,3.0,0,1,0,7,2
763,0.39,0.46,2,159.0,3.0,0,1,0,1,2
764,0.83,0.99,4,223.0,5.0,0,1,0,8,2
765,0.09,0.87,3,214.0,2.0,0,1,0,3,2
766,0.75,0.81,5,227.0,5.0,0,1,0,2,2
767,0.44,0.54,2,127.0,3.0,0,1,0,10,2
768,0.1,0.84,6,293.0,5.0,0,1,0,7,2
769,0.42,0.46,2,141.0,3.0,0,1,0,7,2
770,0.1,0.83,6,300.0,4.0,0,1,0,7,2
771,0.1,0.86,6,309.0,4.0,0,1,0,1,2
772,0.31,0.77,4,149.0,3.0,0,1,0,1,2
773,0.42,0.54,2,159.0,3.0,0,1,0,1,2
774,0.38,0.5,2,152.0,3.0,0,1,0,1,3
775,0.39,0.57,2,158.0,3.0,0,1,0,1,1
776,0.1,0.97,6,254.0,5.0,0,1,0,1,2
777,0.11,0.93,6,294.0,4.0,0,1,0,1,2
778,0.1,0.92,7,269.0,4.0,0,1,0,1,2
779,0.11,0.9,7,247.0,4.0,0,1,0,1,2
780,0.44,0.65,3,271.0,4.0,0,1,0,1,1
781,0.91,0.96,4,232.0,5.0,0,1,0,1,1
782,0.72,1.0,4,245.0,5.0,0,1,0,1,1
783,0.36,0.46,2,132.0,3.0,0,1,0,1,1
784,0.44,0.57,2,131.0,3.0,0,1,0,1,1
785,0.85,0.99,5,248.0,5.0,0,1,0,1,1
786,0.78,0.93,5,225.0,5.0,0,1,0,1,1
787,0.39,0.46,2,156.0,3.0,0,1,0,1,1
788,0.78,0.81,3,222.0,2.0,0,1,0,1,1
789,0.1,0.92,6,243.0,4.0,1,1,0,1,1
790,0.23,0.99,4,204.0,4.0,1,1,0,8,1
791,0.11,0.87,6,301.0,4.0,0,1,0,8,1
792,0.9,0.83,5,259.0,5.0,0,1,0,8,1
793,0.91,0.89,4,247.0,5.0,0,1,0,9,1
794,0.11,0.79,7,295.0,4.0,0,1,0,9,1
795,0.43,0.54,2,150.0,3.0,0,1,0,9,1
796,0.45,0.49,2,151.0,3.0,0,1,0,9,1
797,0.11,0.91,5,291.0,4.0,0,1,0,2,1
798,0.11,0.93,6,253.0,4.0,1,1,0,2,1
799,0.43,0.5,2,161.0,3.0,0,1,0,2,1
800,0.91,0.97,4,251.0,6.0,0,1,0,2,1
801,0.43,0.55,2,153.0,3.0,0,1,0,2,2
802,0.85,0.82,5,264.0,6.0,0,1,0,2,2
803,0.1,0.77,6,310.0,4.0,0,1,0,2,2
804,0.81,0.95,5,266.0,5.0,0,1,0,2,2
805,0.36,0.62,4,237.0,2.0,0,1,0,2,2
806,0.45,0.54,2,138.0,3.0,0,1,0,2,2
807,0.86,1.0,5,227.0,5.0,0,1,0,2,2
808,0.71,1.0,4,300.0,5.0,0,1,0,3,2
809,0.11,0.97,7,310.0,4.0,0,1,0,3,2
810,0.84,0.93,5,236.0,5.0,0,1,0,3,2
811,0.09,0.97,7,288.0,4.0,0,1,0,3,2
812,0.38,0.49,2,127.0,3.0,0,1,0,3,2
813,0.15,0.55,6,139.0,4.0,0,1,0,3,3
814,0.1,0.92,7,253.0,4.0,1,1,0,3,1
815,0.8,0.97,4,218.0,5.0,1,1,0,3,2
816,0.84,0.97,5,251.0,5.0,0,1,0,3,2
817,0.11,0.87,6,264.0,4.0,0,1,0,3,2
818,0.89,0.79,3,149.0,2.0,0,1,0,3,2
819,0.45,0.51,2,138.0,3.0,0,1,0,2,1
820,0.11,0.93,7,284.0,4.0,0,1,0,2,1
821,0.74,0.93,5,244.0,5.0,0,1,0,2,1
822,0.41,0.5,2,128.0,3.0,0,1,0,10,1
823,0.44,0.53,2,154.0,3.0,0,1,0,4,1
824,0.37,0.56,2,138.0,3.0,0,1,0,4,1
825,0.11,0.86,6,308.0,4.0,0,1,0,4,1
826,0.1,0.93,6,269.0,4.0,0,1,0,4,1
827,0.7,0.74,6,136.0,3.0,0,1,0,4,1
828,0.59,1.0,2,160.0,5.0,0,1,0,5,1
829,0.38,0.53,2,138.0,3.0,0,1,0,5,1
830,0.72,0.95,4,220.0,5.0,0,1,0,5,1
831,0.73,1.0,5,274.0,5.0,0,1,0,5,1
832,0.39,0.48,2,161.0,3.0,0,1,0,4,1
833,0.89,0.82,5,224.0,6.0,0,1,0,6,1
834,0.89,1.0,4,260.0,5.0,0,1,0,6,1
835,0.11,0.78,6,300.0,4.0,1,1,0,6,1
836,0.43,0.56,2,133.0,3.0,0,1,0,6,1
837,0.09,0.93,6,308.0,4.0,0,1,0,6,1
838,0.81,0.9,5,238.0,6.0,0,1,0,7,1
839,0.37,0.53,2,126.0,3.0,0,1,0,1,1
840,0.36,0.56,2,138.0,3.0,0,1,0,8,2
841,0.11,0.85,6,299.0,4.0,0,1,0,3,2
842,0.1,0.85,6,254.0,4.0,0,1,0,2,2
843,0.66,0.47,7,156.0,2.0,0,1,0,10,2
844,0.39,0.47,2,152.0,3.0,0,1,0,7,2
845,0.44,0.51,2,146.0,3.0,0,1,0,7,2
846,0.1,0.84,6,253.0,4.0,0,1,0,7,2
847,0.79,0.94,5,227.0,6.0,0,1,0,1,2
848,0.1,0.81,6,301.0,4.0,1,1,0,1,2
849,0.54,0.94,6,294.0,3.0,0,1,0,1,2
850,0.37,0.47,2,151.0,3.0,0,1,0,1,2
851,0.37,0.57,2,128.0,3.0,0,1,0,1,2
852,0.82,0.89,5,217.0,5.0,0,1,0,1,3
853,0.45,0.52,2,160.0,3.0,0,1,0,1,1
854,0.79,0.9,5,263.0,5.0,0,1,0,1,2
855,0.42,0.56,2,156.0,3.0,0,1,0,1,2
856,0.1,0.85,6,273.0,4.0,0,1,0,1,2
857,0.11,0.78,6,303.0,4.0,0,1,0,1,2
858,0.74,1.0,4,253.0,5.0,0,1,0,1,1
859,0.1,0.93,6,270.0,0.0,0,1,0,1,1
860,0.79,1.0,4,218.0,5.0,0,1,0,1,1
861,0.43,0.48,2,144.0,3.0,0,1,0,1,1
862,0.41,0.47,2,154.0,3.0,0,1,0,1,1
863,0.39,0.55,2,146.0,3.0,0,1,0,1,1
864,0.1,0.94,6,260.0,4.0,0,1,0,1,1
865,0.82,0.85,5,218.0,5.0,0,1,0,1,1
867,0.42,0.56,2,128.0,3.0,0,1,0,8,1
868,0.74,0.88,4,248.0,0.0,0,1,0,8,1
869,0.38,0.57,2,0.0,3.0,1,1,0,9,1
870,0.39,0.56,2,126.0,3.0,0,1,0,9,1
871,0.87,0.94,4,260.0,5.0,0,1,0,9,1
872,0.1,0.9,5,263.0,4.0,0,1,0,9,1
873,0.78,1.0,5,220.0,5.0,0,1,0,2,1
874,0.14,0.73,7,282.0,5.0,0,1,0,2,1
875,0.11,0.94,6,277.0,5.0,0,1,0,2,1
876,0.91,0.94,5,257.0,5.0,0,1,0,2,1
877,0.49,0.63,6,265.0,3.0,0,1,0,2,1
878,0.38,0.47,2,143.0,3.0,0,1,0,2,1
879,0.82,0.97,5,263.0,5.0,0,1,0,2,2
880,0.38,0.88,3,154.0,4.0,0,1,0,2,2
881,0.89,1.0,5,253.0,5.0,0,1,0,2,2
882,0.11,0.79,6,294.0,4.0,0,1,0,2,2
883,0.37,0.51,2,128.0,3.0,0,1,0,2,2
884,0.38,0.5,2,153.0,3.0,0,1,0,3,2
885,0.78,0.87,5,256.0,0.0,0,1,0,3,2
886,0.41,0.51,2,127.0,3.0,0,1,0,3,2
887,0.41,0.51,2,137.0,3.0,0,1,0,3,2
888,0.11,0.83,6,295.0,4.0,0,1,0,3,2
889,0.11,0.79,6,281.0,4.0,0,1,0,3,2
890,0.43,0.57,2,131.0,3.0,1,1,0,3,2
891,0.75,0.86,5,237.0,5.0,0,1,0,3,3
892,0.74,0.99,4,276.0,5.0,0,1,0,3,1
893,0.85,0.85,5,267.0,5.0,0,1,0,3,2
894,0.73,0.92,5,266.0,5.0,0,1,0,3,2
895,0.1,0.79,6,294.0,0.0,0,1,0,2,2
896,0.44,0.56,2,134.0,3.0,0,1,0,2,2
897,0.3,0.56,3,309.0,4.0,1,1,0,2,1
898,0.11,0.77,7,273.0,4.0,0,1,0,10,1
899,0.84,0.83,5,238.0,5.0,0,1,0,4,1
900,0.78,0.94,5,271.0,6.0,0,1,0,4,1
901,0.43,0.53,2,145.0,3.0,0,1,0,4,1
902,0.36,0.55,2,152.0,3.0,0,1,0,4,1
903,0.43,0.47,2,128.0,3.0,0,1,0,4,1
904,0.45,0.46,2,142.0,3.0,0,1,0,5,1
905,0.76,0.93,5,238.0,5.0,0,1,0,5,1
906,0.1,0.78,7,286.0,4.0,0,1,0,5,1
907,0.09,0.86,6,291.0,4.0,0,1,0,5,1
908,0.92,1.0,5,259.0,5.0,0,1,0,4,1
909,0.92,0.9,5,248.0,5.0,0,1,0,1,1
910,0.79,0.98,4,271.0,5.0,0,1,0,1,1
911,0.43,0.51,2,140.0,3.0,0,1,0,1,1
912,0.8,0.95,4,274.0,5.0,0,1,0,1,1
913,0.44,0.49,2,127.0,3.0,1,1,0,1,1
914,0.89,0.87,5,275.0,6.0,0,1,0,7,1
915,0.48,0.88,3,239.0,3.0,0,1,0,1,1
916,0.11,0.82,6,304.0,4.0,1,1,0,8,1
917,0.38,0.55,2,145.0,3.0,0,1,0,3,1
918,0.11,0.85,6,259.0,4.0,0,1,0,2,2
919,0.82,0.86,4,264.0,5.0,0,1,0,10,2
920,0.37,0.45,2,160.0,3.0,0,1,0,7,2
921,0.4,0.48,2,138.0,3.0,0,1,0,7,2
922,0.43,0.47,2,137.0,3.0,0,1,0,7,2
923,0.44,0.5,2,156.0,3.0,0,1,0,1,2
924,0.42,0.56,2,147.0,3.0,0,1,0,1,2
925,0.11,0.8,7,243.0,4.0,0,1,0,1,2
926,0.78,0.87,4,236.0,5.0,0,1,0,1,2
927,0.46,0.86,2,212.0,4.0,0,1,0,1,2
